"2","491"
"5","495"
"3","496"
"5","501"
"10","506"
"4","509"
"5","511"
"9","512"
"2","515"
"4","516"
"7","518"
"7","520"
"4","521"
"1","522"
"2","528"
"8","529"
"1","531"
"5","532"
"1","535"
"6","536"
"5","537"
"9","540"
"7","542"
"6","546"
"3","549"
"4","550"
"3","552"
"8","553"
"8","554"
"9","559"
"2","561"
"5","562"
"8","564"
"7","565"
"9","568"
"1","569"
"4","570"
"4","572"
"2","573"
"7","574"
"6","575"
"9","578"
"10","579"
"1","580"
"3","586"
"9","588"
"7","590"
"7","594"
"2","595"
"5","596"
"4","598"
"4","601"
"5","604"
"1","605"
"9","606"
"9","607"
"4","610"
"2","611"
"5","612"
"3","614"
"1","617"
"1","623"
"1","626"
"2","628"
"2","629"
"2","633"
"10","634"
"8","635"
"10","637"
"10","640"
"1","642"
"2","645"
"10","646"
"10","649"
"8","651"
"8","654"
"5","655"
"5","658"
"7","659"
"9","660"
"9","663"
"7","666"
"9","668"
"9","670"
"2","676"
"10","678"
"8","681"
"10","682"
"2","686"
"1","689"
"6","692"
"6","693"
"3","696"
"5","698"
"4","699"
"10","700"
"7","701"
"8","702"
"1","704"
"8","705"
"10","709"
"10","713"
"5","714"
"4","715"
"9","716"
"5","719"
"7","721"
"9","722"
"10","727"
"5","728"
"8","730"
"4","731"
"10","732"
"8","733"
"10","734"
"2","735"
"5","736"
"10","738"
"10","741"
"1","742"
"10","744"
"4","746"
"1","747"
"3","748"
"8","749"
"7","751"
"9","755"
"9","757"
"7","761"
"10","762"
"9","763"
"1","765"
"3","766"
"5","767"
"8","769"
"8","770"
"3","771"
"5","772"
"6","773"
"4","774"
"2","777"
"1","781"
"4","782"
"5","784"
"1","785"
"5","787"
"7","791"
"3","795"
"6","800"
"7","802"
"5","803"
"3","807"
"5","809"
"6","810"
"1","812"
"3","817"
"1","818"
"10","819"
"7","822"
"4","823"
"8","824"
"3","826"
"2","829"
"4","831"
"4","833"
"3","836"
"10","837"
"10","840"
"10","843"
"7","845"
"6","848"
"1","849"
"5","851"
"6","852"
"4","854"
"2","855"
"2","856"
"6","858"
"6","859"
"10","861"
"4","863"
"9","865"
"5","866"
"2","871"
"2","872"
"4","873"
"5","874"
"9","876"
"5","877"
"4","879"
"3","883"
"10","884"
"9","885"
"4","886"
"10","888"
"1","889"
"8","892"
"8","893"
"5","894"
"4","897"
"6","904"
"2","910"
"7","912"
"5","913"
"1","914"
"5","915"
"6","918"
"7","920"
"6","921"
"4","922"
"4","926"
"6","928"
"4","929"
"10","931"
"4","933"
"7","934"
"5","937"
"5","938"
"7","940"
"9","941"
"6","942"
"6","943"
"9","944"
"7","945"
"7","946"
"3","947"
"1","952"
"4","953"
"9","954"
"3","963"
"3","964"
"7","967"
"6","971"
"6","972"
"7","973"
"8","974"
"8","975"
"10","976"
"3","979"
"6","980"
"6","981"
"9","982"
"7","983"
"7","984"
"8","985"
"4","986"
"2","990"
"7","995"
"2","996"
"6","1001"
"3","1003"
"4","1004"
"2","1008"
"10","1011"
"7","1014"
"9","1017"
"4","1019"
"7","1023"
"7","1024"
"9","1025"
"10","1026"
"1","1029"
"5","1031"
"4","1032"
"9","1034"
"9","1037"
"1","1040"
"6","1043"
"7","1045"
"5","1046"
"5","1049"
"9","1050"
"10","1051"
"2","1054"
"2","1055"
"8","1058"
"8","1059"
"1","1060"
"4","1063"
"7","1064"
"5","1065"
"2","1067"
"8","1070"
"8","1071"
"2","1073"
"10","1074"
"10","1075"
"6","1076"
"1","1077"
"4","1080"
"6","1081"
"2","1082"
"10","1083"
"4","1085"
"1","1086"
"1","1087"
"5","1088"
"6","1089"
"4","1090"
"1","1092"
"3","1096"
"5","1097"
"10","1099"
"6","1101"
"2","1103"
"5","1105"
"4","1109"
"6","1112"
"4","1113"
"7","1114"
"6","1116"
"1","1121"
"9","1123"
"1","1124"
"3","1126"
"2","1127"
"9","1130"
"4","1131"
"1","1137"
"7","1138"
"1","1140"
"8","1144"
"2","1145"
"3","1146"
"7","1148"
"7","1150"
"7","1154"
"10","1160"
"7","1161"
"4","1163"
"7","1164"
"5","1165"
"8","1167"
"7","1169"
"3","1170"
"8","1171"
"10","1172"
"10","1173"
"3","1175"
"9","1176"
"10","1182"
"1","1183"
"8","1184"
"2","1186"
"5","1188"
"7","1190"
"1","1192"
"4","1194"
"3","1195"
"4","1196"
"4","1197"
"7","1198"
"9","1199"
"10","1200"
"5","1202"
"4","1203"
"3","1205"
"6","1208"
"4","1209"
"9","1210"
"5","1212"
"6","1213"
"2","1215"
"2","1217"
"2","1218"
"9","1227"
"10","1228"
"9","1229"
"10","1230"
"10","1231"
"2","1232"
"2","1237"
"4","1238"
"7","1240"
"3","1241"
"3","1242"
"5","1244"
"5","1245"
"3","1247"
"6","1248"
"3","1249"
"3","1252"
"1","1254"
"2","1256"
"7","1257"
"10","1262"
"6","1264"
"1","1265"
"10","1266"
"4","1267"
"6","1269"
"8","1274"
"7","1275"
"3","1280"
"4","1281"
"10","1283"
"8","1284"
"8","1288"
"4","1290"
"10","1296"
"9","1298"
"1","1300"
"9","1301"
"8","1302"
"4","1304"
"7","1305"
"9","1307"
"3","1310"
"3","1311"
"4","1312"
"2","1314"
"8","1317"
"4","1318"
"5","1321"
"6","1323"
"6","1324"
"5","1325"
"9","1327"
"10","1328"
"6","1329"
"1","1330"
"1","1331"
"3","1332"
"3","1333"
"2","1334"
"2","1335"
"4","1337"
"5","1339"
"7","1341"
"3","1342"
"7","1345"
"8","1348"
"2","1349"
"3","1351"
"6","1356"
"7","1358"
"3","1360"
"6","1361"
"7","1364"
"9","1365"
"9","1366"
"5","1367"
"2","1368"
"8","1370"
"6","1371"
"9","1375"
"7","1376"
"5","1378"
"8","1379"
"3","1380"
"9","1381"
"8","1382"
"4","1383"
"5","1384"
"10","1385"
"8","1389"
"5","1391"
"8","1393"
"6","1394"
"8","1395"
"7","1396"
"10","1397"
"10","1398"
"5","1401"
"5","1402"
"5","1403"
"1","1406"
"5","1407"
"3","1409"
"8","1410"
"5","1411"
"10","1412"
"6","1415"
"3","1416"
"8","1418"
"2","1421"
"10","1422"
"7","1423"
"7","1426"
"4","1427"
"3","1428"
"8","1430"
"3","1431"
"6","1435"
"5","1436"
"10","1438"
"3","1439"
"3","1441"
"9","1443"
"5","1444"
"10","1445"
"8","1451"
"6","1452"
"10","1453"
"9","1454"
"1","1455"
"9","1459"
"3","1460"
"9","1461"
"2","1462"
"7","1464"
"7","1465"
"4","1466"
"8","1467"
"6","1468"
"6","1469"
"5","1470"
"10","1472"
"2","1473"
"2","1475"
"2","1476"
"5","1477"
"7","1479"
"3","1481"
"10","1486"
"4","1487"
"1","1489"
"4","1490"
"8","1491"
"5","1492"
"1","1493"
"10","1496"
"5","1501"
"1","1502"
"10","1508"
"7","1511"
"1","1513"
"6","1514"
"5","1515"
"8","1517"
"10","1519"
"9","1520"
"10","1526"
"7","1528"
"5","1531"
"2","1535"
"5","1536"
"6","1537"
"1","1539"
"4","1540"
"4","1541"
"2","1542"
"1","1543"
"9","1545"
"8","1547"
"2","1549"
"8","1550"
"8","1555"
"2","1557"
"1","1559"
"8","1562"
"6","1563"
"4","1565"
"7","1568"
"8","1570"
"1","1572"
"8","1574"
"4","1575"
"8","1576"
"8","1580"
"9","1581"
"2","1582"
"7","1585"
"6","1586"
"2","1587"
"10","1588"
"2","1589"
"7","1590"
"6","1594"
"7","1596"
"10","1597"
"7","1598"
"9","1600"
"6","1601"
"6","1602"
"8","1603"
"2","1604"
"10","1605"
"8","1606"
"5","1611"
"7","1612"
"1","1614"
"7","1615"
"3","1616"
"5","1620"
"2","1624"
"1","1627"
"4","1636"
"7","1644"
"3","1645"
"2","1647"
"2","1649"
"10","1650"
"4","1652"
"8","1662"
"7","1664"
"6","1665"
"10","1666"
"1","1667"
"5","1671"
"6","1674"
"10","1675"
"2","1676"
"1","1678"
"8","1679"
"6","1681"
"7","1682"
"6","1683"
"8","1684"
"9","1688"
"8","1689"
"10","1690"
"3","1691"
"3","1700"
"5","1704"
"7","1707"
"1","1709"
"10","1713"
"2","1714"
"4","1715"
"1","1720"
"9","1722"
"4","1724"
"1","1725"
"3","1726"
"4","1732"
"9","1735"
"8","1736"
"8","1737"
"9","1739"
"1","1740"
"5","1743"
"1","1744"
"4","1746"
"2","1750"
"7","1751"
"10","1752"
"9","1755"
"5","1757"
"1","1760"
"3","1761"
"8","1767"
"4","1773"
"1","1776"
"8","1778"
"7","1779"
"7","1780"
"3","1782"
"3","1783"
"9","1787"
"8","1788"
"3","1790"
"5","1791"
"10","1793"
"8","1794"
"9","1795"
"7","1796"
"8","1797"
"2","1802"
"6","1806"
"3","1807"
"7","1808"
"6","1811"
"9","1818"
"2","1819"
"9","1820"
"5","1822"
"9","1823"
"8","1824"
"2","1825"
"9","1826"
"3","1828"
"10","1830"
"1","1831"
"2","1833"
"3","1834"
"1","1835"
"8","1836"
"6","1838"
"7","1839"
"6","1840"
"7","1841"
"4","1844"
"6","1845"
"3","1846"
"3","1850"
"7","1851"
"4","1852"
"9","1853"
"7","1854"
"9","1855"
"1","1858"
"5","1859"
"9","1863"
"4","1865"
"10","1867"
"1","1868"
"2","1869"
"3","1874"
"10","1877"
"10","1879"
"2","1880"
"9","1884"
"2","1885"
"4","1886"
"1","1887"
"3","1888"
"8","1890"
"9","1891"
"5","1892"
"2","1893"
"10","1894"
"8","1895"
"8","1897"
"1","1900"
"8","1901"
"8","1909"
"3","1910"
"7","1911"
"3","1913"
"4","1914"
"2","1918"
"5","1920"
"9","1922"
"7","1923"
"3","1932"
"7","1933"
"6","1934"
"1","1935"
"10","1939"
"10","1941"
"10","1949"
"7","1950"
"2","1952"
"5","1953"
"3","1954"
"6","1956"
"6","1957"
"10","1958"
"8","1959"
"9","1961"
"7","1963"
"1","1964"
"3","1966"
"5","1968"
"7","1969"
"6","1972"
"5","1973"
"7","1980"
"1","1982"
"9","1983"
"2","1985"
"3","1986"
"3","1987"
"4","1988"
"4","1990"
"10","1993"
"1","1994"
"10","1997"
"2","1999"
